itemID,category,definition,choices,item,type,gloss,uni_lemma
item_1,sounds,au/ai(pijn),understands;produces,au/ai(pijn),word,ouch,ouch
item_377,people,kind(je),understands;produces,kind(je),word,child,child
item_378,people,mama,understands;produces,mama,word,Mom(my),mommy
item_379,people,meisje,understands;produces,meisje,word,girl,girl
item_380,people,meneer,understands;produces,meneer,word,Sir,man
item_381,people,mensen,understands;produces,mensen,word,people,people
item_382,people,mevrouw,understands;produces,mevrouw,word,Mrs,female
item_383,people,naamvanbabysitter,understands;produces,naamvanbabysitter,word,NA,babysitter's name
item_384,people,naamvanhuisdier,understands;produces,naamvanhuisdier,word,NA,pet's name
item_385,people,naamvankind,understands;produces,naamvankind,word,NA,child's name
item_386,people,oma,understands;produces,oma,word,grandma,grandma
item_387,people,oom/nonkel,understands;produces,oom/nonkel,word,uncle,uncle
item_388,people,opa,understands;produces,opa,word,granddad,grandpa
item_389,people,papa,understands;produces,papa,word,papa,daddy
item_390,people,politie/agent,understands;produces,politie/agent,word,policeman,police
item_391,people,postbode,understands;produces,postbode,word,postman,postman
item_392,people,tante,understands;produces,tante,word,aunt,aunt
item_393,people,verpleegster/zuster,understands;produces,verpleegster/zuster,word,(female) nurse,nurse
item_394,people,vriend/vriendin,understands;produces,vriend/vriendin,word,friend,friend
item_395,people,zus(je),understands;produces,zus(je),word,(little) sister,sister
item_396,games_routines,bellen/telefoneren,understands;produces,bellen/telefoneren,word,call,call
item_397,games_routines,dadadoen/daaag,understands;produces,dadadoen/daaag,word,say bye,bye
item_398,games_routines,danku/dankuwel,understands;produces,danku/dankuwel,word,thank you,thank you
item_399,games_routines,dododoen/gaanslapen/slapieslapiedoen,understands;produces,dododoen/gaanslapen/slapieslapiedoen,word,going to bed,go to bed
item_400,games_routines,etensavonds,understands;produces,etensavonds,word,having dinner,dinner
item_401,games_routines,hallo/hoi,understands;produces,hallo/hoi,word,hello/hi,hello
item_402,games_routines,handjegeven,understands;produces,handjegeven,word,shake hands,shake hands
item_403,games_routines,handjesdraaien/klappenindehandjes/stampenmetdevoetjes,understands;produces,handjesdraaien/klappenindehandjes/stampenmetdevoetjes,word,turning hands/clapping hands/stamping feet,NA
item_404,games_routines,hoor(t)!,understands;produces,hoor(t)!,word,hear,hear
item_405,games_routines,inbadgaan,understands;produces,inbadgaan,word,take a bath,take a bath
item_406,games_routines,ja,understands;produces,ja,word,yes,yes
item_407,games_routines,kiekeboe/piep!,understands;produces,kiekeboe/piep!,word,peek a boo,peekaboo
item_408,games_routines,middageten,understands;produces,middageten,word,lunch,lunch
item_409,games_routines,(middag)slaapje/dutjedoen,understands;produces,(middag)slaapje/dutjedoen,word,(take a) nap,sleep
item_410,games_routines,nee,understands;produces,nee,word,no,no
item_411,games_routines,ontbijt/ontbijten,understands;produces,ontbijt/ontbijten,word,(to have) breakfast,breakfast
item_412,games_routines,ophetpotjegaanofzitten,understands;produces,ophetpotjegaanofzitten,word,go potty,go potty
item_413,games_routines,ronddraaien,understands;produces,ronddraaien,word,turn around,turn around
item_414,games_routines,slaapwel/goedenacht/welterusten/slaaplekker,understands;produces,slaapwel/goedenacht/welterusten/slaaplekker,word,goodnight/sleep well,good night
item_415,games_routines,sst(zwijgen)/stilzijn,understands;produces,sst(zwijgen)/stilzijn,word,shh,shh
item_416,games_routines,tandjespoetsen,understands;produces,tandjespoetsen,word,brush teeth,brush teeth
item_417,games_routines,totmorgen!(routine),understands;produces,totmorgen!(routine),word,see you tomorrow!,bye
item_418,games_routines,winkelen,understands;produces,winkelen,word,to go shopping,shopping
item_419,games_routines,zogroot!,understands;produces,zogroot!,word,so big!,so big
item_420,descriptive_words,allesweg/op,understands;produces,allesweg/op,word,all done,all done
item_421,descriptive_words,arm(tgstrijk),understands;produces,arm(tgstrijk),word,poor,poor
item_422,descriptive_words,bang/schrik,understands;produces,bang/schrik,word,afraid/scared,scared
item_423,descriptive_words,beter,understands;produces,beter,word,better,better
item_424,descriptive_words,blauw,understands;produces,blauw,word,blue,blue
item_425,descriptive_words,blij,understands;produces,blij,word,happy,happy
item_426,descriptive_words,bruin,understands;produces,bruin,word,brown,brown
item_427,descriptive_words,donker,understands;produces,donker,word,dark,dark
item_428,descriptive_words,dorst(hebben),understands;produces,dorst(hebben),word,(to be) thirsty,thirsty
item_429,descriptive_words,droog,understands;produces,droog,word,dry,dry (description)
item_430,descriptive_words,eerst,understands;produces,eerst,word,first,first
item_431,descriptive_words,gebroken/kapot/stuk,understands;produces,gebroken/kapot/stuk,word,broken,broken
item_432,descriptive_words,geel,understands;produces,geel,word,yellow,yellow
item_433,descriptive_words,gek(raar),understands;produces,gek(raar),word,weird (strange),strange
item_434,descriptive_words,goed/OK,understands;produces,goed/OK,word,good/OK,good
item_435,descriptive_words,groen,understands;produces,groen,word,green,green
item_436,descriptive_words,groot,understands;produces,groot,word,large,large
item_437,descriptive_words,honger(hebben),understands;produces,honger(hebben),word,(to be) hungry,hungry
item_438,descriptive_words,hoog,understands;produces,hoog,word,high,high
item_439,descriptive_words,isaanhetslapen,understands;produces,isaanhetslapen,word,is sleeping,is sleeping
item_440,descriptive_words,klein,understands;produces,klein,word,small,small
item_441,descriptive_words,koud,understands;produces,koud,word,cold,cold
item_442,descriptive_words,kwaad/boos,understands;produces,kwaad/boos,word,angry/mad,angry
item_443,descriptive_words,laatste,understands;produces,laatste,word,last,last
item_444,descriptive_words,lang,understands;produces,lang,word,long/tall,long
item_445,descriptive_words,lawaai,understands;produces,lawaai,word,noise,noise
item_446,descriptive_words,leeg,understands;produces,leeg,word,empty,empty
item_447,descriptive_words,lief/schattig,understands;produces,lief/schattig,word,cute,cute
item_448,descriptive_words,luid,understands;produces,luid,word,loud,loud
item_449,descriptive_words,mals,understands;produces,mals,word,tender,tender
item_450,descriptive_words,moe,understands;produces,moe,word,tired,tired
item_451,descriptive_words,moeilijk,understands;produces,moeilijk,word,difficult,difficult
item_452,descriptive_words,mooi,understands;produces,mooi,word,beautifull,beautiful
item_453,descriptive_words,nat,understands;produces,nat,word,wet,wet (description)
item_454,descriptive_words,nieuw,understands;produces,nieuw,word,new,new
item_455,descriptive_words,oranje,understands;produces,oranje,word,orange,orange (description)
item_456,descriptive_words,oud,understands;produces,oud,word,old,old
item_457,descriptive_words,pijn(hebben),understands;produces,pijn(hebben),word,(to be in) pain,hurt (description)
item_458,descriptive_words,plakkerig,understands;produces,plakkerig,word,sticky,sticky
item_459,descriptive_words,proper/schoon/netjes,understands;produces,proper/schoon/netjes,word,clean,clean (description)
item_460,descriptive_words,rijk(tgstarm),understands;produces,rijk(tgstarm),word,rich,rich
item_461,descriptive_words,rood,understands;produces,rood,word,red,red
item_462,descriptive_words,rustig/stil,understands;produces,rustig/stil,word,calm/silent,quiet
item_463,descriptive_words,slecht,understands;produces,slecht,word,bad,bad
item_464,descriptive_words,stout,understands;produces,stout,word,naughty,naughty
item_465,descriptive_words,traag/langzaam,understands;produces,traag/langzaam,word,slow,slow
item_466,descriptive_words,vast,understands;produces,vast,word,fixed,fixed
item_467,descriptive_words,verdrietig,understands;produces,verdrietig,word,sad,sad
item_468,descriptive_words,vlug/snel,understands;produces,vlug/snel,word,quick,quick
item_469,descriptive_words,vol,understands;produces,vol,word,full,full
item_470,descriptive_words,voorzichtig,understands;produces,voorzichtig,word,carefull,careful
item_471,descriptive_words,vriendelijk,understands;produces,vriendelijk,word,friendly,friendly
item_472,descriptive_words,vuil/vies/bah!,understands;produces,vuil/vies/bah!,word,dirty/yuk!,dirty
item_473,descriptive_words,wakker,understands;produces,wakker,word,awake,awake
item_474,descriptive_words,warm/heet,understands;produces,warm/heet,word,warm/hot,warm
item_475,descriptive_words,wit,understands;produces,wit,word,white,white
item_476,descriptive_words,zacht,understands;produces,zacht,word,soft,soft
item_477,descriptive_words,ziek,understands;produces,ziek,word,sick,sick
item_478,descriptive_words,zwaar,understands;produces,zwaar,word,heavy,heavy
item_479,descriptive_words,zwart,understands;produces,zwart,word,black,black
item_480,action_words,aanraken/aankomen,understands;produces,aanraken/aankomen,word,touch,touch
item_481,action_words,afdrogen,understands;produces,afdrogen,word,dry,dry (action)
item_482,action_words,afwassen,understands;produces,afwassen,word,do the dishes,wash
item_483,action_words,bedekken,understands;produces,bedekken,word,cover up,cover (action)
item_484,action_words,bijten,understands;produces,bijten,word,to bite,bite
item_485,action_words,blazen,understands;produces,blazen,word,to blow,blow
item_486,action_words,blijven,understands;produces,blijven,word,to stay,stay
item_487,action_words,boetseren/kleien,understands;produces,boetseren/kleien,word,clay modeling,play dough
item_488,action_words,botsen,understands;produces,botsen,word,to bump,bump
item_489,action_words,bouwen,understands;produces,bouwen,word,to build,build
item_490,action_words,breken/kapotmaken,understands;produces,breken/kapotmaken,word,to break,break
item_491,action_words,brengen,understands;produces,brengen,word,to bring,bring
item_492,action_words,dansen,understands;produces,dansen,word,to dance,dance
item_493,action_words,delen/verdelen,understands;produces,delen/verdelen,word,to divide,divide
item_494,action_words,denken,understands;produces,denken,word,to think,think
item_495,action_words,doenalsof,understands;produces,doenalsof,word,to act like,act like
item_496,action_words,dragen,understands;produces,dragen,word,to wear,wear
item_497,action_words,drinken,understands;produces,drinken,word,to drink,drink (action)
item_498,action_words,drogen,understands;produces,drogen,word,dry,dry (action)
item_499,action_words,duwen,understands;produces,duwen,word,to push,push
item_500,action_words,eindigen/stoppen,understands;produces,eindigen/stoppen,word,to finish,finish
item_501,action_words,eten(ww),understands;produces,eten(ww),word,to eat,eat
item_502,action_words,etengeven/voeren,understands;produces,etengeven/voeren,word,to feed,feed
item_503,action_words,gaan/stappen/lopen,understands;produces,gaan/stappen/lopen,word,to go/walk,go
item_504,action_words,geefaan,understands;produces,geefaan,word,indicate,indicate
item_505,action_words,geven,understands;produces,geven,word,to give,give
item_506,action_words,glijden/schuiven,understands;produces,glijden/schuiven,word,glide/shove,slide (action)
item_507,action_words,gooien/werpen,understands;produces,gooien/werpen,word,to throw,to throw
item_508,action_words,haasten/zichspoeden,understands;produces,haasten/zichspoeden,word,to hurry up,to hurry up
item_509,action_words,haten,understands;produces,haten,word,to hate,hate
item_510,action_words,hebben,understands;produces,hebben,word,to have,have
item_511,action_words,helpen,understands;produces,helpen,word,to help,help
item_512,action_words,herstellen/maken/repareren,understands;produces,herstellen/maken/repareren,word,to repair,fix
item_513,action_words,horen,understands;produces,horen,word,to hear,hear
item_514,action_words,houden,understands;produces,houden,word,to keep,keep
item_515,action_words,houdenvan/graagzien/liefvinden,understands;produces,houdenvan/graagzien/liefvinden,word,to love,love
item_516,action_words,inschenken/gieten,understands;produces,inschenken/gieten,word,to pour,pour
item_517,action_words,jagen,understands;produces,jagen,word,to hunt,hunt
item_518,action_words,kietelen,understands;produces,kietelen,word,to tickle,tickle
item_519,action_words,kiezen,understands;produces,kiezen,word,to choose,choose
item_520,action_words,kijken,understands;produces,kijken,word,to look,look
item_521,action_words,klappen(inhanden),understands;produces,klappen(inhanden),word,to clap (hands),clap
item_522,action_words,klimmen,understands;produces,klimmen,word,to climb,climb
item_523,action_words,kloppen,understands;produces,kloppen,word,to knock,knock
item_524,action_words,knippen,understands;produces,knippen,word,to cut,cut
item_525,action_words,knuffelen/goedvastpakken/stevigvastpakken,understands;produces,knuffelen/goedvastpakken/stevigvastpakken,word,to hug,hug
item_526,action_words,koken/etenmaken,understands;produces,koken/etenmaken,word,to cook,cook
item_527,action_words,kopen,understands;produces,kopen,word,to buy,buy
item_528,action_words,krijgen,understands;produces,krijgen,word,to get,get
item_529,action_words,kuisen/poetsen/schoonmaken,understands;produces,kuisen/poetsen/schoonmaken,word,to clean,clean (action)
item_530,action_words,kussen/kusjegeven/zoenen,understands;produces,kussen/kusjegeven/zoenen,word,to kiss,kiss
item_531,action_words,lachen,understands;produces,lachen,word,to smile,smile
item_532,action_words,latenvallen,understands;produces,latenvallen,word,to drop,drop
item_533,action_words,lezen,understands;produces,lezen,word,to read,read
item_534,action_words,likken,understands;produces,likken,word,to lick,lick
item_535,action_words,lopen/rennen,understands;produces,lopen/rennen,word,to walk/run,run
item_536,action_words,luisteren,understands;produces,luisteren,word,to listen,listen
item_537,action_words,maken,understands;produces,maken,word,to make,make
item_538,action_words,morsen/knoeien,understands;produces,morsen/knoeien,word,to spill,spill
item_539,action_words,neergooien/opdegrondgooien/weggooien,understands;produces,neergooien/opdegrondgooien/weggooien,word,to throw away,throw
item_540,action_words,nemen/pakken,understands;produces,nemen/pakken,word,to take,take
item_541,action_words,opslotdoen/toedoen/dichtdoen/vastdoen/vastmaken,understands;produces,opslotdoen/toedoen/dichtdoen/vastdoen/vastmaken,word,to lock/close/fix,lock (action)
item_542,action_words,openen/opendoen/openmaken,understands;produces,openen/opendoen/openmaken,word,to open,open (action)
item_543,action_words,passen,understands;produces,passen,word,to try on (clothes,try on
item_544,action_words,praten,understands;produces,praten,word,to talk,talk
item_545,action_words,proeven,understands;produces,proeven,word,to taste,taste
item_546,action_words,puzzelen,understands;produces,puzzelen,word,to puzzle,puzzle (action)
item_547,action_words,rijden,understands;produces,rijden,word,to ride,ride
item_548,action_words,schaatsen/skeelen,understands;produces,schaatsen/skeelen,word,to ice skate,skate (action)
item_549,action_words,scheuren,understands;produces,scheuren,word,to tear up,tear
item_550,action_words,schilderen/verven,understands;produces,schilderen/verven,word,to paint,paint (action)
item_551,action_words,schoppen/stampen,understands;produces,schoppen/stampen,word,to kick,kick
item_552,action_words,schrijven,understands;produces,schrijven,word,to write,write
item_553,action_words,schudden,understands;produces,schudden,word,to shake,shake
item_554,action_words,slaan,understands;produces,slaan,word,to hit,hit
item_555,action_words,slapen,understands;produces,slapen,word,to sleep,sleep
item_556,action_words,spatten/pletsen/spetteren,understands;produces,spatten/pletsen/spetteren,word,to splash,splash
item_557,action_words,spelen,understands;produces,spelen,word,to play,play
item_558,action_words,springen,understands;produces,springen,word,to jump,jump
item_559,action_words,staan,understands;produces,staan,word,to stand,stand
item_560,action_words,stoppen,understands;produces,stoppen,word,to stop,stop
item_561,action_words,strijken,understands;produces,strijken,word,to iron,iron (action)
item_562,action_words,tekenen/kleuren,understands;produces,tekenen/kleuren,word,to draw/colour in,draw
item_563,action_words,tonen/wijzen/latenzien,understands;produces,tonen/wijzen/latenzien,word,to show/point to,show
item_564,action_words,trekken,understands;produces,trekken,word,to draw/drag,pull
item_565,action_words,vallen,understands;produces,vallen,word,to fall,fall
item_566,action_words,vangen,understands;produces,vangen,word,to catch,catch
item_567,action_words,vastmaken,understands;produces,vastmaken,word,to fix,fix
item_568,action_words,vegen,understands;produces,vegen,word,to sweep,sweep
item_569,action_words,verstoppen,understands;produces,verstoppen,word,to hide,hide
item_570,action_words,vinden,understands;produces,vinden,word,to find,find
item_571,action_words,wachten,understands;produces,wachten,word,to wait,wait
item_572,action_words,wakkerworden/opstaan,understands;produces,wakkerworden/opstaan,word,to wake up/get up,wake
item_573,action_words,wandelen,understands;produces,wandelen,word,to walk,walk
item_574,action_words,wassen,understands;produces,wassen,word,to wash,wash
item_575,action_words,weggooien,understands;produces,weggooien,word,to throw away,throw
item_576,action_words,wenen/huilen,understands;produces,wenen/huilen,word,to cry,cry
item_577,action_words,wensen/willen,understands;produces,wensen/willen,word,to wish/want,want
item_578,action_words,werken,understands;produces,werken,word,to work,work (action)
item_579,action_words,zeggen,understands;produces,zeggen,word,to say,say
item_580,action_words,zetten,understands;produces,zetten,word,to put,put
item_581,action_words,zien,understands;produces,zien,word,to see,see
item_582,action_words,zingen,understands;produces,zingen,word,to sing,sing
item_583,action_words,zitten,understands;produces,zitten,word,to sit,sit
item_584,action_words,zwaaien/wuiven,understands;produces,zwaaien/wuiven,word,to wave,wave
item_585,action_words,zwemmen,understands;produces,zwemmen,word,to swim,swim
item_586,time_words,dadelijk/seffens,understands;produces,dadelijk/seffens,word,immediately,immediately
item_587,time_words,dag,understands;produces,dag,word,day,day
item_588,time_words,gisteren,understands;produces,gisteren,word,yesterday,yesterday
item_589,time_words,later/straks,understands;produces,later/straks,word,later/soon,soon
item_590,time_words,morgen,understands;produces,morgen,word,tomorrow,tomorrow
item_591,time_words,na/achter,understands;produces,na/achter,word,after/behind,after
item_592,time_words,nacht/vannacht,understands;produces,nacht/vannacht,word,night/tonight,night
item_593,time_words,nu,understands;produces,nu,word,now,now
item_594,time_words,tijd,understands;produces,tijd,word,time,time
item_595,time_words,totmorgen(tijd),understands;produces,totmorgen(tijd),word,see you tomorrow!,see you tomorrow
item_596,time_words,totstraks,understands;produces,totstraks,word,see you later,see you later
item_597,time_words,vanavond,understands;produces,vanavond,word,this evening,tonight
item_598,time_words,vandaag,understands;produces,vandaag,word,today,today
item_599,time_words,voor(tijd),understands;produces,voor(tijd),word,before,before
item_600,pronouns,dat,understands;produces,dat,word,that,that
item_601,pronouns,deze,understands;produces,deze,word,this,this
item_602,pronouns,die,understands;produces,die,word,that,that
item_603,pronouns,dit,understands;produces,dit,word,this,this
item_604,pronouns,haar(vnw),understands;produces,haar(vnw),word,her,3SG
item_605,pronouns,hem,understands;produces,hem,word,him,3SG
item_606,pronouns,hen,understands;produces,hen,word,them,3PL
item_607,pronouns,het(vnw),understands;produces,het(vnw),word,it,3SG
item_608,pronouns,hethare/haar,understands;produces,hethare/haar,word,her,3SG.POSS
item_609,pronouns,hetzijne/zijn,understands;produces,hetzijne/zijn,word,his,3SG.POSS
item_610,pronouns,hij,understands;produces,hij,word,he,3SG
item_611,pronouns,hun,understands;produces,hun,word,them,3PL
item_612,pronouns,ik,understands;produces,ik,word,I,1SG
item_613,pronouns,jezelf,understands;produces,jezelf,word,yourself,2SG.REFL
item_614,pronouns,jij,understands;produces,jij,word,you,2SG
item_615,pronouns,jouw(e)/vanjou/dejou(we),understands;produces,jouw(e)/vanjou/dejou(we),word,your,2SG.POSS
item_616,pronouns,mezelf,understands;produces,mezelf,word,myself,1SG.REFL
item_617,pronouns,mij,understands;produces,mij,word,me,1SG
item_618,pronouns,mijn(e)/vanmij,understands;produces,mijn(e)/vanmij,word,my,1SG.POSS
item_619,pronouns,ons,understands;produces,ons,word,our,1PL.POSS
item_620,pronouns,wij,understands;produces,wij,word,we,1PL
item_621,pronouns,zij(meervoud),understands;produces,zij(meervoud),word,they,3PL
item_622,pronouns,zij(meisje),understands;produces,zij(meisje),word,she,3SG
item_623,question_words,hoe,understands;produces,hoe,word,how,how
item_624,question_words,waar,understands;produces,waar,word,where,where (question)
item_625,question_words,waarom,understands;produces,waarom,word,why,why
item_626,question_words,wanneer,understands;produces,wanneer,word,when,when (question)
item_627,question_words,wat,understands;produces,wat,word,what,what
item_628,question_words,welke,understands;produces,welke,word,which,which (question)
item_629,question_words,wie,understands;produces,wie,word,who,who
item_630,locations,aan,understands;produces,aan,word,to,to
item_631,locations,achter,understands;produces,achter,word,behind,behind
item_632,locations,af,understands;produces,af,word,off,off
item_633,locations,beneden,understands;produces,beneden,word,beneath,under
item_634,locations,bij(vz),understands;produces,bij(vz),word,by,by
item_635,locations,boven(op),understands;produces,boven(op),word,above/on,above
item_636,locations,daar,understands;produces,daar,word,there,there
item_637,locations,gedaan/over/af,understands;produces,gedaan/over/af,word,over,over
item_638,locations,hier,understands;produces,hier,word,here,here
item_639,locations,in/binnen(in),understands;produces,in/binnen(in),word,in(side),in
item_640,locations,in/naar,understands;produces,in/naar,word,in(to),in
item_641,locations,kortbij/dichtbij,understands;produces,kortbij/dichtbij,word,near,near
item_642,locations,met,understands;produces,met,word,with,with
item_643,locations,naar,understands;produces,naar,word,to,to
item_644,locations,naast,understands;produces,naast,word,next to,next to
item_645,locations,om,understands;produces,om,word,around,around
item_646,locations,onder,understands;produces,onder,word,under,under
item_647,locations,op,understands;produces,op,word,on,on
item_648,locations,over,understands;produces,over,word,over,over
item_649,locations,rond,understands;produces,rond,word,round,round
item_650,locations,terug,understands;produces,terug,word,back,back (location)
item_651,locations,uit,understands;produces,uit,word,out,out
item_652,locations,van,understands;produces,van,word,from,from
item_653,locations,voor(vz),understands;produces,voor(vz),word,in front of,in front of
item_654,locations,wegvan,understands;produces,wegvan,word,away from,away
item_655,quantifiers,alles/allemaal,understands;produces,alles/allemaal,word,everything/all of it,all
item_656,quantifiers,ander(e),understands;produces,ander(e),word,other,other
item_657,quantifiers,anders,understands;produces,anders,word,different,different
item_658,quantifiers,de,understands;produces,de,word,the,the
item_659,quantifiers,een,understands;produces,een,word,a/an,a
item_660,quantifiers,eenbeetje,understands;produces,eenbeetje,word,a little bit,a little
item_661,quantifiers,ééntweedrie,understands;produces,ééntweedrie,word,one two three,one two three
item_662,quantifiers,elk(e)/ieder,understands;produces,elk(e)/ieder,word,each/every,all
item_663,quantifiers,enkele/sommige,understands;produces,enkele/sommige,word,some/several,some
item_664,quantifiers,geenenkele,understands;produces,geenenkele,word,not any,none
item_665,quantifiers,het(lw),understands;produces,het(lw),word,the,the
item_666,quantifiers,meer/nog,understands;produces,meer/nog,word,more/still,more
item_667,quantifiers,niet,understands;produces,niet,word,not,not
item_668,quantifiers,ook,understands;produces,ook,word,too,too
item_669,quantifiers,veel,understands;produces,veel,word,a lot,a lot
item_670,quantifiers,zelfde,understands;produces,zelfde,word,same,same
item_671,helping_verbs,ben(bvbikben),understands;produces,ben(bvbikben),word,am,be
item_672,helping_verbs,bent(bvbjijbent),understands;produces,bent(bvbjijbent),word,(you) are,be
item_673,helping_verbs,deed/deedje,understands;produces,deed/deedje,word,did,do
item_674,helping_verbs,doen,understands;produces,doen,word,to do,do
item_675,helping_verbs,ga+ww(bvbikgaspelen),understands;produces,ga+ww(bvbikgaspelen),word,to go,go
item_676,helping_verbs,hijdoet,understands;produces,hijdoet,word,he does,do
item_677,helping_verbs,is,understands;produces,is,word,is,be
item_678,helping_verbs,kunnen,understands;produces,kunnen,word,can/be able to,be able
item_679,helping_verbs,laatme,understands;produces,laatme,word,let me,let
item_680,helping_verbs,moet(bvbikmoet),understands;produces,moet(bvbikmoet),word,have to/must,have to
item_681,helping_verbs,nietdoen,understands;produces,nietdoen,word,don't do,not do
item_682,helping_verbs,proberen,understands;produces,proberen,word,to try,try
item_683,helping_verbs,waren(bvbwijwaren),understands;produces,waren(bvbwijwaren),word,were,be
item_684,helping_verbs,was(bvbhijwas),understands;produces,was(bvbhijwas),word,was,be
item_685,helping_verbs,zijn(bvbwijzijn),understands;produces,zijn(bvbwijzijn),word,are,be
item_686,helping_verbs,zoujekunnen,understands;produces,zoujekunnen,word,would you be able to,NA
item_687,helping_verbs,zou/zouden,understands;produces,zou/zouden,word,would,would
item_688,helping_verbs,zullen,understands;produces,zullen,word,will,will
item_689,connecting_words,als,understands;produces,als,word,if/when,if
item_690,connecting_words,daarom,understands;produces,daarom,word,therefore,therefore
item_691,connecting_words,dan,understands;produces,dan,word,then,then
item_692,connecting_words,en,understands;produces,en,word,and,and
item_693,connecting_words,maar,understands;produces,maar,word,but,but
item_694,connecting_words,omdat,understands;produces,omdat,word,because,because
item_695,animals,eekhoorn,understands;produces,eekhoorn,word,squirrel,squirrel
item_696,games_routines,a.u.b./alsjeblieft,understands;produces,a.u.b./alsjeblieft,word,please,please
item_697,household,video(recorder),understands;produces,video(recorder),word,video recorder,video recorder
item_698,furniture_rooms,bezem,understands;produces,bezem,word,broom,broom
item_699,outside,maan,understands;produces,maan,word,moon,moon
item_700,outside,ster(ren),understands;produces,ster(ren),word,star(s),star
item_701,time_words,smorgens/sochtends,understands;produces,smorgens/sochtends,word,in the mornings,in the mornings
item_702,helping_verbs,ikwil,understands;produces,ikwil,word,I want,want
item_703,games_routines,kgajepakken,understands;produces,kgajepakken,word,I'm gonna get you,NA
item_704,descriptive_words,verloren,understands;produces,verloren,word,lost,lost
